Cod Interno	Codigo Barras	Descripcion	Contenido	UNIDADES	Est Mer 7 Descripcion	Marca	Fabricante	TOP_DESCRIPCION	MAX_DESCRIPCION	Dia de FECHA_ULT_CAMBIO	USUARIO_ULT_CAMBIO
	40141777638	SUPL ALIM GOOD VIT CITRATO MALATO DE CALCIO 60UN	60	0	VITAMINA OUTRO	GOOD VIT	GOMES SUPLEMENTOS ALIMENTARES LTDA	GOOD VIT CITRATO MALATO DE CAL	GOOD VIT CITRATO MALATO DE CALCIO C/60 - . CITRATO DE MALAT	24 de setembro de 2026	gabriel.morais@scanntech.com
	40141777683	PROPHARMACOS 5X VITAMINA MAGNESIOS 60CPRS	60	1	VITAMINA OUTRO	PROPHARMACOS	PROPHARMACOS	5X MAGNESIOS PROPHARMACOS C/ 60CAPS	5X MAGNESIOS PROPHARMACOS C/ 60CAPS		eduardo.massenssini@scanntech.com
	40141778123	SUPL ALIM BAC SENIOR 500MG 60 CP	60	1	VITAMINA OUTRO	BAC	OUTRO FABRICANTE	BAC SENIOR 500MG C 60	BAC SENIOR 500MG C 60	17 de abril de 2026	lucas.santos@scanntech.com
	40141778925	SUPL ALIM EURO GOLD SENIORX 60CAPS	60	1	VITAMINA OUTRO	EURO GOLD	OUTRO FABRICANTE	EURO GOLD SENIOR 60 CAPS	EURO GOLD SENIOR 60 CAPS	21 de maio de 2026	jessica.evangelista@scanntech.com
	40141778956	SUPL ALIM MULT EUROFARMA CABELO PELE E UNHAS X 60 CAPS	60	1	MULTIVITAMINICO	EUROFARMA	EUROFARMA	EURO GOLD CABELO PELE E UNHAS 60 CAPS	EURO GOLD CABELO PELE E UNHAS 60 CAPS	26 de maio de 2026	marcela.oliveira@scanntech.com
	40141779007	SUPL ALIM ESSENCE ALL BIOTINA CAPSULA 60UN	60	1	VITAMINA OUTRO	ESSENCE ALL	GOMES SUPLEMENTOS ALIMENTARES LTDA	ESSENCE ALL BIOTINA 60 CAPS -	ESSENCE ALL BIOTINA 60 CAPS - .		gabriel.morais@scanntech.com
	40141779014	ESSENCE ALL OMEGA 3 120CPS	120	1	VITAMINA OUTRO	OUTRA MARCA	OUTRO FABRICANTE	ESSENCE ALL OMEGA 3 120 CAPS -	ESSENCE ALL - ALL OMEGA 3 C/120 CAPS	21 de outubro de 2025	allana.amaral@scanntech.com
	40141779021	SUPL ALIM ZINCO QUELATO ESSENCE ALL CAPSULA 60UN	60	1	VITAMINA OUTRO	ZINCO QUELATO	OUTRO FABRICANTE	ESSENCE ALL ZINCO QUELATO 60 C	ESSENCE ALL ZINCO QUELATO 60 CAPS - .		gabriel.morais@scanntech.com
	40141779038	SUPL ALIM MULT ESSENTIAL NUTRITION ALL VIT COMPL B 60 CPRS	60	1	MULTIVITAMINICO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	ESSENCE ALL VIT ALL COMPLEXO B	ESSENCE ALL VIT ALL COMPLEXO B 100 CAPS - .	19 de março de 2026	lucas.santos@scanntech.com
	40141779052	SUPL ALIM ESSENCE CLORETO DE MAGNESIO 60CAPS	60	1	VITAMINA OUTRO	ESSENCE	ESSENCE	ESSENCE ALL CLORETO DE MAG 60C	ESSENCE ALL CLORETO DE MAGNESIO 60 CAPS - .	15 de julho de 2026	bruna.paiva@scanntech.com
	40141779069	SUPL ALIM ESSENCE ALL VITAMINA B12 500MG X 60 CAPS	60	1	VITAMINA OUTRO	ESSENCE	ESSENCE	ESSENCE ALL VITAMINA B12 60 CA	ESSENCE ALL VITAMINA B12 60 CAPS - .	15 de julho de 2026	mariana.rocha@scanntech.com
	40141779205	SUPL ALIM NUTRA VITTON VIT K2 X 60CAPS	60	1	VITAMINA OUTRO	NUTRA VITTON	OUTRO FABRICANTE	NUTRA VITTON VITAMINA K2 60CPS	NUTRA VITTON VITAMINA K2 60CPS	21 de maio de 2026	jessica.evangelista@scanntech.com
	40141779212	SUPL ALIM NUTRA VITTON KIDS MASTIGAVEL MORANGO 60 CPRS	60	1	VITAMINA OUTRO	NUTRA VITTON	OUTRO FABRICANTE	NUTRA VITTON KIDS MASTIGAVEL	NUTRA VITTON KIDS MASTIGAVEL	6 de maio de 2026	lucas.santos@scanntech.com
	40141779595	SUPL ALIM GOOD VIT MAGNESIO INOSITOL 180G	180	1	VITAMINA OUTRO	GOOD VIT	VITAMED	GOOD VIT MAGNESIO INOSITOL 180	GOOD VIT MAGNESIO INOSITOL 180G - . ( UN )	21 de maio de 2026	cleane.cesario@scanntech.com
	40141780195	SUPL ALIM POLI STAR CALCIO CAPSULA 60UN	60	0	VITAMINA OUTRO	POLI	CONSERVAS POLI	POLI STAR CALCIO D3 C/60 CAPS	POLI STAR CALCIO D3 C/60 CAPS .	24 de setembro de 2026	gabriel.morais@scanntech.com
	40141780508	SUPL ALIM CENTRU CALCIO 60UN	60	0	VITAMINA OUTRO	OUTRA MARCA	OUTRO FABRICANTE	CENTRU SUPER CALCIO 600MGD3 400UI 60CAPS  .	CENTRU SUPER CALCIO 600MGD3 400UI 60CAPS  .	24 de setembro de 2026	gabriel.morais@scanntech.com
	40141781062	SUPL ALIM GOOD VIT MAGNESIO INOSITOL 180G	180	1	VITAMINA OUTRO	GOOD VIT	GOMES SUPLEMENTOS ALIMENTARES LTDA	GOOD VIT INOSITOL 1000MG C/60 CAPS - .	GOOD VIT CAPS INOSITO 500.0 MG  X 60	24 de setembro de 2026	gabriel.morais@scanntech.com
	40141781185	SUPL ALIM SAUB MAGNESIO 60UN	60	0	VITAMINA OUTRO	OUTRA MARCA	OUTRO FABRICANTE	MAGNESIO 500MG C/60 CAPS BISGLICINATO (SAUB)	MAGNESIO 500MG C/60 CAPS BISGLICINATO (SAUB)	24 de setembro de 2026	gabriel.morais@scanntech.com
	40141781291	SUPL ALIM COMPLEXO B SUAVNUTRITION CAPSULA 100UN	100	0	VITAMINA OUTRO	COMPLEXO B	OUTRO FABRICANTE	SUAVNUTRITION COMPLEXO B 100 CAPS	SUAVNUTRITION COMPLEXO B 100 CAPS - .	24 de setembro de 2026	gabriel.morais@scanntech.com
	40141781383	SUPL ALIM GOOD VIT OMEGA PEIXINHO CEREJA COM LARANJA 120UN	120	0	VITAMINA OUTRO	GOOD VIT	GOMES SUPLEMENTOS ALIMENTARES LTDA	GOOD VIT OMEGA 3 PEIXINHO 120 CAPS - .	GOOD VIT KIDS OME SABOR CEREJA C/ LARANJA CPR MASTIGAVEL - .	24 de setembro de 2026	gabriel.morais@scanntech.com
	40141781420	SUPL ALIM MULT ESSENCE ALL ALL SENIOR 60CAPS	60	1	MULTIVITAMINICO	ESSENCE ALL	OUTRO FABRICANTE	ESSENCE ALL SENIOR 60 CAPS - .	ESSENCE ALL - ALL SENIOR C/60 CAPS		mariana.rocha@scanntech.com
	40141781437	SUPL ALIM MULT ESSENCE ALL A-Z 60CAPS	60	60	MULTIVITAMINICO	ESSENCE ALL	OUTRO FABRICANTE	ESSENCE ALL AZ 60 CAPS - .	ESSENCE ALL VITAMINA A-Z 20VIT + ARGININA C/60	19 de maio de 2026	leonardo.pereira@scanntech.com
	40141781468	SUPL ALIM MULT ESSENCE ALL ENERGIA 60CP	60	1	MULTIVITAMINICO	OUTRA MARCA	OUTRO FABRICANTE	ESSENCE ALL ENERGIA 60 CAPS -	ESSENCE ALL ENERGIA 60 CAPS - .	3 de novembro de 2025	jessica.evangelista@scanntech.com
	40141781499	SUPL ALIM ESSENTIAL NUTRITION ALL MELATONINA SUBLING 100CPRS	100	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	ESSENCE ALL MELATONINA SUBLING	ESSENCE ALL MELATONINA SUBLINGUAL 100 CPR - .	23 de setembro de 2026	lucas.santos@scanntech.com
	40141781505	SUPL ALIM ESSENCE ALL MULHER 60UN	60	1	VITAMINA OUTRO	ESSENCE ALL	OUTRO FABRICANTE	ESSENCE ALL MULHER 60 CAPS - .	VITAMINA MULHER COM COENZIMA 10 C/ 60 CÁPSULAS BEMME	20 de maio de 2026	
	40141781529	ESSENCE ALL VITAMINA B12 X 60CAPS	60	1	VITAMINA OUTRO	ESSENCE ALL	OUTRO FABRICANTE	ESSENCE ALL VITAMINA B12 C60	ESSENCE ALL - ALL VITAMINA B12 C/60 CAPS MASTIGAVEL		cleane.cesario@scanntech.com
	40141781888	SUPL ALIM ZINCO QUELATO POLISTAR 60UN	60	0	VITAMINA OUTRO	ZINCO QUELATO	OUTRO FABRICANTE	POLI STAR ZINCO QUELATO C/60 CAPS	POLI STAR ZINCO QUELATO C/60 CAPS		gabriel.morais@scanntech.com
	40141781901	SUPL ALIM MAGNESIO DIMALATO POLI STAR 60UN	60	0	VITAMINA OUTRO	MAGNESIO DIMALATO	MEDINAL	POLI STAR MAGNESIO DIMALATO C/60 CAPS	POLISTAR CAPS MAG DIM X 60		gabriel.morais@scanntech.com
	40141781949	SUPL ALIM CALCIO MDK POLI STAR CAPSULA 60UN	60	1	VITAMINA OUTRO	CALCIO MDK	A2F LABORATORIO	POLI STAR CALCIO MDK C/60 CAPS	SUPLEMENTO ALIMENTA POLI STAR CALCIO MDK  C/60	24 de setembro de 2026	gabriel.morais@scanntech.com
	40141781963	SUPL ALIM MULT POLISTAR B12 60CP	60	1	MULTIVITAMINICO	POLISTAR	POLISTAR	POLI STAR VITAMINA B12 C/60 CAPS	SUPL ALIM POLI STAR VITAMINA B12 60 CAPS	18 de fevereiro de 2026	arthur.moura@scanntech.com
	40141781970	SUPL ALIM POLI MAGNESIO 60UN	60	1	VITAMINA OUTRO	POLI	CONSERVAS POLI	POLI STAR MAG 5 C/60 CAPS	POLI STAR MAG 5 C/60 CAPS .	24 de setembro de 2026	gabriel.morais@scanntech.com
	40141781987	SUPL ALIM POLI STAR CALCIO CPS CARBONATO 60UN	60	0	VITAMINA OUTRO	POLI	CONSERVAS POLI	POLI STAR CALCIO STAR 500MG C/60 CAPS (CARBONATO DE CALCIO)	POLI STAR CALCIO STAR 500MG C60 CAPS CARBONATO DE CALCIO	24 de setembro de 2026	gabriel.morais@scanntech.com
	40141785435	FORTMAGRI 1500MG X 60 CPR (FRT)	60	1	MULTIVITAMINICO	FORTMAGRI FRT	FORTLIFE	Fortmagri 1500mg com 60 Cápsulas	FORTMAGRI BERB 1500MG + FENO GRE + MOROSIL + CROMO 60 CÁPS	17 de dezembro de 2025	apitel@scanntech.com
	40141824677	SUPL ALIM DESINCHA SNR CARAMELO DE CREATINA 40UN	40	1	VITAMINA OUTRO	DESINCHA SNR	SUPER NUTRITION	CREATINA DE CARAMELO DE LEITE	CREATINA DE CARAMELO DE LEITE C/60 TABL FULL PERFORMANCE		marcos.oel@scanntech.com
	40141852502	SUPL ALIM MULTI COSI IMUNO SHOT LIMAO SICILIANO 100ML	100	1	MULTIVITAMINICO	COSI	COSI SUPERFOODS	KOMBUCHA SHOTLY 100ML CURCUMA/GE 100ML	KOMBUCHA SHOTLY 100ML CURCUMA/GE 100ML	12 de junho de 2026	allana.amaral@scanntech.com
	40141863188	SUPL ALIM VOGHIERA MENO 30ML	30	1	VITAMINA OUTRO	VOGHIERA	VOGHIERA	MENO 30ML	NUTRI+PHYTUS FEMME GTS 30ML		paulo.ferreira@scanntech.com
	40141863218	SUPL ALIM GUDAY NUTRI+ULTRA SHOT X 150G	150	1	VITAMINA OUTRO	GUDAY	GUDAY PRODUTOS ALIMENTICIOS LTDA	NUTRI+ULTRA SHOT DTX 150G	NUTRI+ULTRA SHOT DTX 150G	15 de setembro de 2026	
	40141863379	NUTRIMAIS PHYTUS CONDRO GTS 30ML	30	1	VITAMINA OUTRO	NUTRIMAIS	NUTRIMAIS	NUTRI+ PREM CONDRO GTS 30ML	NUTRI+ PREM CONDRO GTS 30ML	24 de setembro de 2025	leonardo.pereira@scanntech.com
	40141912046	SUPLEMENTO ALIMENTAR N-DOP BALANCE 60CP	60	1	MULTIVITAMINICO	OUTRA MARCA	OUTRO FABRICANTE	N-DOP BALANCE 60 CAPS. BY INTE	N-DOP BALANCE CAPS A ST AN X 60	21 de janeiro de 2025	lucas.santos@scanntech.com
	40141912169	BERBERINA 1500MG 60 CAPSULAS	60	1	VITAMINA OUTRO	BERBERINA	OUTRO FABRICANTE	Berberina 1500mg com 60 Cápsulas	BERBERINA 1500MG C/60 CPS - MTC FORTLIFE		jessica.evangelista@scanntech.com
	40141957603	SUPL ALIM AMORA MIURA 60CPRS	60	1	VITAMINA OUTRO	AMORA MIURA	EXPLEND NUTRACEUTICOS	Amora Miura com 60 Cápsulas	AMORA MIURA 1000MG + VIT E + B6 + MAG 60CPS FORT LIFE		bruna.paiva@scanntech.com
	40232847981	SUPL ALIM MULT ESSENTIAL NUTRITION VITALIFT VIT MIN 90 CAPS	90	1	MULTIVITAMINICO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Vitalift 90 Cap	Multivitaminico Vitalift Essential Nutrition Com 90 Cápsulas	19 de março de 2026	lucas.santos@scanntech.com
	40232912108	SUPL ALIM ESSENTIAL NUTRITION OLEO DE KRILL X 60CAPS	60	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	KRILL OIL 60X500MG ESSENTIAL NUTRITION	OLEO DE KRILL 60 CAPS ESSENTIAL	11 de junho de 2026	jessica.evangelista@scanntech.com
	40232912115	SUPL ALIM ESSENTIAL NUTRITION 1000MG X 90 CPRS (ESS)	90	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Super Ômega 3 Tg Softgel 1000mg com 90 Cápsulas	SUPER OMEGA 3 TG CAPS SOFTGEL 1000.0 MG  X 90	19 de março de 2026	lucas.santos@scanntech.com
	40232912122	SUPL ALIM ESSENTIAL NUTRITION 1000MG X 60 CPRS (ESS)	60	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Super Ômega 3 Tg Softgel 1000mg com 60 Cápsulas	SUPER OMEGA 3 TG CAPS SOFTGEL 1000.0 MG  X 60	19 de março de 2026	lucas.santos@scanntech.com
	40232912139	SUPL ALIM ESSENTIAL NUTRITION 500MG X 500 CPRS (ESS)	500	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Super Ômega 3 TG Essential Nutrition 500mg com 120 Cápsulas	Super Ômega 3 TG - 120 Cápsulas 500mg - Essential Nutrition	19 de março de 2026	lucas.santos@scanntech.com
	40232912184	SUPL ALIM ESSENTIAL NUTRITION 1000MG X 90 CPRS (ESS)	90	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Dha Tg Softgel 1000mg com 90 Cápsulas	DHA TG 1G 90 caps - Essential Nutrition	19 de março de 2026	lucas.santos@scanntech.com
	40232916762	SUPL ALIM ESSENTIAL NUTRITION BERRYKI LATA 300G/20DS	300	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Suplemento Vitaminico Pó Frutas Vermelhas Berryki Essential	BERRYKI ESSENTIAL ZERO ACUCA LT 300GR FRUTAS VER LT 300GR	19 de março de 2026	lucas.santos@scanntech.com
	40232932540	SUPL ALIM MULT ESSENTIAL NUTRITION CRANBERRYLIFT 100G/20DS	100	1	MULTIVITAMINICO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Essential Sachê Pó Cranberrylift Caixa 20 Unidades 5 Gramas	Essential Sachê Pó Cranberrylift Caixa 20 Unidades 5 Gramas	19 de março de 2026	lucas.santos@scanntech.com
	40232940668	SUPL ALIM ESSENTIAL NUTRITION 1000MG X 180 CPRS (ESS)	180	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Super Ômega 3 TG Essential Nutrition 1000mg com 180 Cápsulas	SUPER OMEGA 3 TG CAPS SOFTGEL 1000.0 MG  X 180	19 de março de 2026	lucas.santos@scanntech.com
	40232940675	SUPL ALIM ESSENTIAL NUTRITION SUPER OMEGA 3 500MG 240 CAPS	500	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Super Ômega 3 Tg Softgel 1000mg com 240 Cápsulas	SUPER OMEGA 3 TG 500MG 240 CAP SUPER OMEGA 3 TG 500MG 24	19 de março de 2026	lucas.santos@scanntech.com
	40232940705	SUPL ALIM ESSENTIAL NUTRITION KRILL OIL POTE 60 CAPS	60	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	KRILL OIL POTE 60 CAPS ESSENTI	Kril Oil 60 Caps - Ômega 3 - Essential Nutrition	19 de março de 2026	lucas.santos@scanntech.com
	40232940712	SUPL ALIM ESSENTIAL NUTRITION GAMALIFT 500MG 120 CAPS	500	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Gamalift IG 500mg (120 Caps) - Essential Nutrition, Essenti	Gamalift IG 500mg (120 Caps) - Essential Nutrition, Essenti	19 de março de 2026	lucas.santos@scanntech.com
	40232940798	SUPL ALIM ESSENTIAL NUTRITION SUPER OMEGA 3 LIQ 150ML/30DS	150	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	SUPER OMEGA 3 TG 150ML 20 DOSES MIX FRUTAS ESSENTIAL	ESSENTIAL CAPS SUPER OMEGA 3 150 ML / 30 DS	19 de março de 2026	lucas.santos@scanntech.com
	40232941511	SUPL ALIM ESSENTIAL NUTRITION DHA TG LIQUID 150ML/30DS	150	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION DHA TG LIQUID 150 ML / 30 DS	ESSENTIAL NUTRITION DHA TG LIQUID 150 ML / 30 DS	19 de março de 2026	lucas.santos@scanntech.com
	40232941542	SUPL ALIM ESSENTIAL NUTRITION HYDROLIFT NEUTRO 54G	54	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Essential Pó Sachê Hydro Lift Neutro 1.8g	HYDROLIFT NEUTRO TUBO 54G30DS HYDROLIFT NEUTRO TUBO 54G	23 de setembro de 2026	lucas.santos@scanntech.com
	40232941559	SUPL ALIM ESSENTIAL NUTRITION HYDROLIFT TANGERINA 87G	87	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Essential Sachê Hydro Lift Electrolytes Tangerina 87g	Hydrolift Electrolytes (30 Sticks) - Tangerina - Essential	23 de setembro de 2026	lucas.santos@scanntech.com
	40232941603	SUPL ALIM ESSENTIAL NUTRITION X 60 CPRS (ESS)	60	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	CoQ10 Omega 3 TG Natural Vit e Essential Nutrition com 60 C	CoQ10 + Omega 3TG + Natural Vitamin E Pote 60 caps Essential	19 de março de 2026	lucas.santos@scanntech.com
	40232941627	SUPL ALIM MULT ESSENTIAL NUTRITION VEGAN PRO LARANJA/CE 330G	330	1	MULTIVITAMINICO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	VEGAN PRO COLLA	SUPLEMENTO ESSENTIAL VEGAN PRO-COLLAGEN LARANJA/CE 330GR	19 de março de 2026	lucas.santos@scanntech.com
	40232941658	SUPL ALIM ESSENTIAL NUTRITION AMINO GREENS LATA 240G/30DS	240	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Pó Amino Greens Sabor Suco Cor Verde e Limão Yuzu 240g	AMINO GREENS PO SU V L YU 240.0 G X 1	19 de março de 2026	lucas.santos@scanntech.com
	40232942938	SUPL ALIM ESSENTIAL NUTRITION 500MG X 500 CPRS (ESS)	500	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Essential Vit D3 2.000UI com 120 Cápsulas	Vit D3 2000UI (120 caps) - Essential Nutrition, Essential N	19 de março de 2026	lucas.santos@scanntech.com
	40232942983	SUPL ALIM ESSENTIAL NUTRITION 150MG X 60 CPRS (ESS)	60	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Vitamini C Gummy 150mg Essential Nutrition com 60 Gomas Mas	Vitamini C Gummy 150mg Essential Nutrition Com 60 Gomas Mas	19 de março de 2026	lucas.santos@scanntech.com
	40232942990	SUPL ALIM ESSENTIAL NUTRITION 400IU X 60 CPRS (ESS)	60	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Vitamina D Essential Nutrition com 60 Gomas	Vitamini D3 60 Gomas - Imunidade - Essential Nutrition	19 de março de 2026	lucas.santos@scanntech.com
	40232943003	SUPL ALIM ESSENTIAL NUTRITION SUPER OMEG 3 TG GASTRO 90 CAPS	90	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	SUPER OMEGA 3 TG ESSENTIAL NUT GASTRO RESIST C/90CAPS	SUPER OMEGA 3 TG GASTRO RESIST 1G ESSENTIAL 90 CAP	19 de março de 2026	lucas.santos@scanntech.com
	40232943010	SUPL ALIM ESSENTIAL NUTRITION X 120CPRS (ESS)	120	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Vit C 4 Protect Essential Nutrition com 120 Cápsulas	Vit C 4 Protect Essential Nutrition Com 120 Cápsulas	19 de março de 2026	lucas.santos@scanntech.com
	40232943027	SUPL ALIM ESSENTIAL NUTRITION X 56 280,8G (ESS)	280,8	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Vitamini Juice Pó Uva 280g	VITAMINI JUICE SABOR UVA 280 8 GR ESSENT	19 de março de 2026	lucas.santos@scanntech.com
	40232943034	SUPL ALIM ESSENTIAL NUTRITION X 56 280,8G (ESS)	280,8	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Vitamini Juice Pó Laranja 280g	VITAMINI JUICE PO LARANJA 280.0 G X 1	19 de março de 2026	lucas.santos@scanntech.com
	40232943065	SUPL ALIM ESSENTIAL NUTRITION X 120 CPRS (ESS)	120	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	B Complex com 120 Cápsulas	COMPLEX B  120 CAPS - ESSENTIAL NUTRITION	19 de março de 2026	lucas.santos@scanntech.com
	40232945786	SUPL ALIM ESSENTIAL NUTRITION X 60 CPRS (ESS)	60	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Ômega Vision com 60 Cápsulas	SUPLEMENTO ESSENTIAL OMEGA VISION 60 CAPSULA 60UN	19 de março de 2026	lucas.santos@scanntech.com
	40232945793	SUPL ALIM ESSENTIAL NUTRITION X 60 CPRS (ESS)	60	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Ômega Joint com 60 Cápsulas	ESSENTIAL - OMEGA JOINT 60 CAPS errado	19 de março de 2026	lucas.santos@scanntech.com
	40232945809	SUPL ALIM ESSENTIAL NUTRITION X 60 CPRS (ESS)	60	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Ômega Core com 60 Cápsulas	ESSENTIAL OMEGA CORE ENERGY TO LOVE 60 CAPS	19 de março de 2026	lucas.santos@scanntech.com
	40232945823	SUPL ALIM ESSENTIAL NUTRITION OMEGA GOLDEN X 60CAPS	60	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Ômega Golden com 60 Cápsulas	SUPLEMENTO ESSENTIAL OMEGA GOLDEN 60 CAPSULA 60UN	11 de junho de 2026	jessica.evangelista@scanntech.com
	40232946226	SUPL ALIM ESSENTIAL NUTRITION X 120 CPRS (ESS)	120	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Melatonin Duo Sabor Menta Essential Nutrition com 120 Compr	Melatonin Duo Sabor Menta Essential Nutrition Com 120 Compr	19 de março de 2026	lucas.santos@scanntech.com
	40232946233	SUPL ALIM ESSENTIAL NUTRITION X 120 CPRS (ESS)	120	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Melatonin Duo Harmony Essential Nutrition com 120 Cápsulas	Melatonin Duo Harmony Essential Nutrition Com 120 Cápsulas	19 de março de 2026	lucas.santos@scanntech.com
	40232946240	SUPL ALIM ESSENTIAL NUTRITION AMINOLIFT TANGERINA 375G/30DS	375	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Essential Pó Aminolift Tangerina 375g	AMINO LIFT ESSENTIAL 375 G LATA TANG	19 de março de 2026	lucas.santos@scanntech.com
	40232950216	SUPL ALIM ESSENTIAL NUTRITION VITAMINI JUICE MORANGO 351G	351	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Vitamini Juice Pó Morango 276g	VITAMINI JUICE PO MORANGO 276.0 G X 1	19 de março de 2026	lucas.santos@scanntech.com
	40232950223	SUPL ALIM MULT ESSENTIAL NUTRITION HYDROLIFT LIMAO 99G/30DS	99	1	MULTIVITAMINICO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Essential Pó Hydro Lift Limão Siciliano 30 Sachês com 3.3g	Essential Pó Hydro Lift Limão Siciliano 30 Sachês com 3.3g	19 de março de 2026	lucas.santos@scanntech.com
	42882001188	SUPL ALIM MULT SECAPS BLACK 60CP	60	1	MULTIVITAMINICO	OUTRA MARCA	OUTRO FABRICANTE	SECAPS BLACK 60CAPS	COMBO SECAPS BLACK CHA + CREAT	28 de outubro de 2025	jessica.evangelista@scanntech.com
	42882082095	SUPL ALIM GOOD VIT KIDS VITAMINA LARANJA 60UN	60	0	VITAMINA OUTRO	GOOD VIT	GOMES SUPLEMENTOS ALIMENTARES LTDA	GOOD VIT KIDS VIT C MAST 60CAP	GOOD VIT KIDS VIT C 60 CP MAST C/ 500MG SABOR LARANJA	24 de setembro de 2026	gabriel.morais@scanntech.com
	42882082101	SUPL ALIM GOOD VIT KIDS VITAMINA 60UN	60	0	VITAMINA OUTRO	GOOD VIT	GOMES SUPLEMENTOS ALIMENTARES LTDA	GOOD VIT KIDS VITAMINA D3 60CP	GOOD VIT KIDS VITAMINA D3 C/60 CPR MASTIG - .	24 de setembro de 2026	gabriel.morais@scanntech.com
	42882082118	SUPL ALIM GOOD VIT CALCIO KIDS MAST DOCE DE LEITE 60UN	60	0	VITAMINA OUTRO	GOOD VIT	GOMES SUPLEMENTOS ALIMENTARES LTDA	GOOD VIT KIDS CALCIO+D3 60CPR	GOOD VIT D+CALCIO KIDS  C/60 CP MAST C/ 500MG SB DOCE LEITE	24 de setembro de 2026	gabriel.morais@scanntech.com
	42882082170	SUPL ALIM VIT ESSENCE ALL OMEGA AZ 60CP	60	1	VITAMINA OUTRO	ESSENCE ALL	OUTRO FABRICANTE	ESSENCE ALL OMEGA AZ 60 CAPS -	ESSENCE ALL - ALL OMEGA AZ C/60 CPS	14 de novembro de 2025	jessica.evangelista@scanntech.com
	42882082224	SUPL ALIM ESSENCE ALL CALCIO MDK 60UN	60	1	VITAMINA OUTRO	ESSENCE	ESSENCE	ESSENCE ALL CALCIO MDK 60 CAPS	ESSENCE ALL - ALL CALCIO MDK C/60 CAPS	20 de maio de 2026	
	42882082422	SUPL ALIM OMEGA 3 ULTRA CONCENTRADO CAPSULA GOOD VIT 120UN	120	0	VITAMINA OUTRO	OMEGA 3	VIDORA	GOOD VIT OMEGA 3 ULTRA CONCENTRADO 120CPS - .	OMEGA 3 CONCENTRADO C 120 CAP OMEGA 3 CONCENTRADO C 12	24 de setembro de 2026	gabriel.morais@scanntech.com
